,product_name,image,description,price
763,CORONA SLEEK罐裝 墨西哥啤酒,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,355ml*24,HK$15.90
764,CRABBIE`S 薑啤,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200339811654941151.jpg,330毫升,HK$19.90
765,CRABBIE`S 覆盆子薑啤,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200340051654941152.jpg,330毫升,HK$19.90
766,Diaoni 有機全脂牛奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020363741654712020.jpg,1pc,HK$29.90
767,Diaoni 有機半脫脂牛奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020363821654712022.jpg,1pc,HK$29.90
768,DOUTOR 牛奶咖啡,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,,HK$14.90
769,DOUTOR 牛奶咖啡,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,,HK$8.90
770,DOUTOR黑咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021906501654713352.jpg,400G,HK$12.90
771,DYDO 招牌黑咖啡,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,,HK$10.90
772,DYDO 新大人招牌咖啡,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,,HK$9.90
773,FIJI天然礦泉水,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022051771654713479.jpg,1000ML,HK$22.90
774,Glaceau 維他命水 檸檬味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026071171654938280.jpg,500ML,HK$14.90
775,GLACEAU 維他命水-橙味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024076411654937113.jpg,500ML,HK$14.90
776,GLACEAU 維他命水-藍莓味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024076661654937114.jpg,500ML,HK$14.90
777,GLACEAU 維他命水雜果賓治味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024076821654937115.jpg,500ML,HK$14.90
778,GLENMORANGIE THE QUINTA RUBAN 14YO,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0200886131654941264.jpg,700ml,HK$658.00
779,HENNESSY XO EC2017 MARC NEWSON,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023313201654936735.jpg,1pc,"HK$2,679.00"
780,IF 100%椰青水 (4支裝),https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021315551654712814.jpg,350MLX4,HK$36.90
781,Johnnie Walker Blue Label Ghost & Rare 2nd Edition,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025490871654937951.jpg,1pc,"HK$3,049.00"
782,K1664 啤酒細樽裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022459911654713740.jpg,330 ML,HK$13.90
783,K1664白啤酒4樽裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028752921654939417.jpg,4X330ML,HK$61.90
784,KAGOME 提子混合汁,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029292711654939629.jpg,720ML,HK$19.90
785,KAGOME 甘筍混合汁,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029292221654939623.jpg,280ML,HK$9.00
786,KAGOME 甘筍混合汁,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029292631654939627.jpg,720ML,HK$19.90
787,KAGOME 蕃茄汁,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029292551654939626.jpg,720ML,HK$19.90
788,KIRIN  午後香滑奶茶,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,,HK$14.90
789,LAVAZZA 優質咖啡豆包裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022542331654713809.jpg,250G,HK$89.00
790,MABU台式黑糖珍珠奶茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0202512031654941421.jpg,270ml,HK$14.90
791,MABU日式焙茶珍珠奶茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0202512111654941421.jpg,270ml,HK$14.90
792,MACALLAN 12YO TRIPLE CASK,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024796241654937546.jpg,1pc,HK$599.00
793,MACALLAN 18YO TRIPLE CASK,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,1pc,"HK$2,390.00"
794,Magnolia 低脂保鮮牛奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023979331654937071.jpg,1LIT,HK$16.50
795,Magnolia 保鮮牛奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023979251654937070.jpg,1LIT,HK$16.50
796,Maintal 抹茶入壽司粉茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026925071654938600.jpg,150G,HK$34.00
797,MALIBU椰子酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020263001654711931.jpg,1pc,HK$149.00
798,MARTELL VSOP AGED IN RED BARREL,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024757541654937528.jpg,1pc,HK$528.00
799,MIZKAN 金峰純玄酢,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020894641654712514.jpg,500ML,HK$41.90
800,NESCAFE 奶泡抹茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021245351654712732.jpg,160G,HK$74.00
801,ORION 生啤酒樽裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025311431654937856.jpg,334 ML,HK$15.90
802,ORION 生啤酒樽裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025311501654937857.jpg,500 ML,HK$21.50
803,ORION 生啤酒罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021340961654712844.jpg,350ML,HK$10.90
804,ORION 罐裝生啤6罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021340881654712843.jpg,6X350ML,HK$65.00
805,PENFOLDS BIN 389 CABERNET SHIRAZ,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029460691654939721.jpg,1pc,HK$679.00
806,POKKA SAPPORO 玉露綠茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002787299-1_1.jpg,,HK$25.90
807,POKKA 玉露綠茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020262191654711923.jpg,600ML,HK$12.90
808,ROSSI SANGRIA,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027383001654938785.jpg,750 ML,HK$39.90
809,SAJO 果醋-紅石榴,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029487921654939736.jpg,900ML,HK$60.90
810,SAJO 果醋-蘋果,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029487841654939735.jpg,900ML,HK$65.00
811,SANGARIA 有汽天然礦泉水,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023335401654936754.jpg,500ML,HK$9.50
812,SILVER TEQUILA,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020259061654711913.jpg,1pc,HK$135.00
813,SINGLETON 18 年單一麥芽威士忌,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021705871654713181.jpg,700ML,"HK$1,288.00"
814,STRONGBOW 金蘋果西打,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029405001654939686.jpg,330ML,HK$14.90
815,SUNRAYSIA西梅汁,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020083731654711523.jpg,250 ML,HK$21.80
816,SUNTORY 優質麥芽生啤酒原箱,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028229631654939173.jpg,24X350ML,HK$319.00
817,SUNTORY  奶茶味礦泉水,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,,HK$13.90
818,SUNTORY 日本三得利巨峰紫葡萄香甜酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021340621654712841.jpg,700ML,HK$289.00
819,Superfood Lab超級抗氧美肌紅粉,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029262931654939605.jpg,270G,HK$419.00
820,Superfood Lab超級美纖酵素蛋白粉,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024919181654937633.jpg,600G,HK$439.00
821,Superfood Lab超級蔬果鹼性綠粉,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029262771654939604.jpg,270G,HK$419.00
822,SWEET GRAPEFRUIT ROSE,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024534541654937385.jpg,1pc,HK$49.90
823,TAKARA寶燒酎經濟裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022418421654713708.jpg,2700ml,HK$89.00
824,Tarza 意式特濃咖啡豆,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022546131654713813.jpg,200G,HK$75.00
825,Tarza 香醇咖啡豆,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022546211654713814.jpg,200G,HK$75.00
826,THE MACALLAN EDITION 5,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/020051033_01654941191.jpg,700毫升,"HK$1,300.00"
827,THE MACALLAN RARE CASK 43%,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,700ML,"HK$2,799.00"
828,TOPVALU 30種野菜汁,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021930841654713374.jpg,920G,HK$23.90
829,Topvalu BP CHU-HI 雞尾酒 生榨桃味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0202970241654941489.jpg,350ML,HK$9.90
830,Topvalu BP 富良野生啤酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/2/0/20237483.jpg,350ml,HK$9.90
831,Topvalu BP 蜂蜜檸檬汽酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/2/0/20346060.jpg,350ML,HK$9.90
832,TOPVALU BP 運動飲品,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,500ML,HK$8.90
833,Topvalu CHU-HI 雞尾酒 50%低卡路里 檸檬味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0201198711654941298.jpg,350ml,HK$9.90
834,Topvalu CHU-HI 雞尾酒 50%低卡路里 檸檬味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0201198891654941299.jpg,500ml,HK$13.90
835,Topvalu CHU-HI 雞尾酒 50%低卡路里 西柚味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0201198971654941301.jpg,350ML,HK$9.90
836,Topvalu CHU-HI 雞尾酒 50%低卡路里 西柚味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0201199051654941305.jpg,500ML,HK$13.90
837,TOPVALU GE 有機黑烏龍茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029859011654939989.jpg,500ML,HK$9.90
838,TOPVALU GE 無添加鹽有機野菜汁,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020405821654712039.jpg,900G,HK$20.90
839,TOPVALU GE 無添加鹽茄汁,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021154421654712679.jpg,900G,HK$20.90
840,TOPVALU SE 危地馬拉咖啡豆,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021006261654712591.jpg,150G,HK$49.90
841,TOPVALU 咖啡奶精,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026516931654938470.jpg,4.5ML*45,HK$16.90
842,TOPVALU 咖啡忌廉粉,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029681131654939883.jpg,400G,HK$29.90
843,TOPVALU 奶茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021894961654713336.jpg,500ML,HK$11.90
844,TOPVALU 嬰兒礦泉水,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,500ML,HK$8.90
845,TOPVALU 少糖質調製豆乳,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022829371654936438.jpg,1000ML,HK$22.90
846,TOPVALU 微糖咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024582631654937418.jpg,185G,HK$5.90
847,TOPVALU 成份無調整有機豆乳,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026342101654938403.jpg,1000ML,HK$22.90
848,TOPVALU 日本紅茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002835718-1_2.jpg,,HK$8.90
849,TOPVALU 日本薏米麥茶茶包,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020571151654712270.jpg,1pc,HK$28.90
850,TOPVALU 有機豆乳 200ML,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026342281654938404.jpg,200ML,HK$9.90
851,TOPVALU 條裝砂糖,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022552971654713820.jpg,1pc,HK$9.90
852,TOPVALU 檸檬果酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023251731654936703.jpg,*350ML,HK$9.90
853,TOPVALU 無添加鹽野菜汁,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028689411654939391.jpg,*900G,HK$18.90
854,TOPVALU 無糖杏仁奶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/0202251571654941389.jpg,1000ML,HK$29.90
855,"TOPVALU 無酒精,無卡路里·無糖分啤酒",https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024527121654937383.jpg,350ML,HK$9.90
856,TOPVALU 特選罐裝黑咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025541291654937982.jpg,*280G,HK$10.90
857,TOPVALU 西柚燒酎雜飲,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021911381654713357.jpg,500ML,HK$13.90
858,TOPVALU 銀毫茉莉花茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0024640711654937445.jpg,500ML,HK$7.90
859,Topvalu 食物纖維烏龍茶 500ML,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/4/5/4549741184953_2_.jpg,500ml,HK$8.90
860,TV BP 濃郁梅酒 1000ml,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/2/0/20209326.jpg,1000ml,HK$59.00
861,TVBP 重口味CHU-HI有汽酒 辛口,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/2/020084422.jpg,350ml,HK$9.90
862,TWININGS 芳甸甘菊原片花草茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020171191654711667.jpg,15'S,HK$83.90
863,TWININGS 香橙女伯爵原片紅茶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020171011654711666.jpg,15'S,HK$83.90
864,UCC 即溶咖啡NO.117,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020515551654712178.jpg,90G,HK$49.90
865,UCC 即溶炭燒咖啡粉,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020516131654712181.jpg,110G,HK$89.90
866,UCC 咖啡伴侶,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020191721654711728.jpg,200G,HK$39.90
867,UCC 咖啡伴侶(40小包裝),https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020191801654711729.jpg,1pc,HK$49.90
868,UCC 咖啡糖,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020623881654712324.jpg,300G,HK$32.90
869,UCC 特選無糖香滑咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002066132-1_1.jpg,,HK$12.90
870,UCC 精選超特濃咖啡豆V-EST NO.5,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020191071654711722.jpg,500G,HK$185.00
871,UCC 職人深煎無糖咖啡 (930ML),https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029012961654939520.jpg,930ML,HK$19.90
872,UCC   霧之紅茶 奶茶,https://www.aeoncity.com.hk/media/catalog/product/placeholder/default/aeon_place_1.jpeg,,HK$15.90
873,UCC上島珈琲 牛奶咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/002334563.jpg,,HK$14.90
874,UCC無糖黑咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025923351654938200.jpg,900ML,HK$19.90
875,V8 蔬菜汁原味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028873961654939461.jpg,46 OZ,HK$36.90
876,V8蔬菜汁原味,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020245781654711879.jpg,11.5OZ,HK$12.90
877,YELLOWTAIL 切粒子紅酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028284161654939192.jpg,750 ML,HK$99.00
878,YELLOWTAIL 雪當妮白酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0028284081654939191.jpg,750 ML,HK$99.00
879,You.C1000 維他命C檸檬飲品,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026549451654938482.jpg,140ML X6,HK$43.90
880,You.C1000 維他命C蘋果飲品,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026549601654938486.jpg,140ML X6,HK$43.90
881,You.C1000 維他命C香橙飲品,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026549521654938485.jpg,140ML X6,HK$43.90
882,一斤果醋 無糖蘋果醋,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029767101654939938.jpg,600 ML,HK$69.90
883,一斤果醋 玄米小紅莓醋,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023705421654936922.jpg,500ML,HK$69.00
884,一斤果醋 玄米梅子醋,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023704761654936921.jpg,500ML,HK$69.00
885,一斤果醋 玄米蘋果醋,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023705001654936921.jpg,500ML,HK$69.00
886,一斤果醋 藍草莓醋,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0025330161654937869.jpg,600ML,HK$69.90
887,一斤果醋水蜜桃醋,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023609151654936859.jpg,,HK$69.00
888,七喜,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020037961654711439.jpg,1pc,HK$10.90
889,七喜八罐裝,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020968321654712555.jpg,8X330ML,HK$28.50
890,七寶啤酒細樽,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0027903501654938999.jpg,330ML,HK$11.90
891,三合一摩卡咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021611231654713089.jpg,1pc,HK$53.90
892,三得利C.C.檸檬,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0026365791654938417.jpg,330ML X6,HK$30.90
893,世界一黑咖啡,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0021811961654713260.jpg,260G,HK$16.50
894,中田紀洲完熟梅酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023200831654936649.jpg,720 ML,HK$149.00
895,中田黑糖梅酒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0022876881654936467.jpg,300 ML,HK$69.00
896,久米島久米仙泡盛燒,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0023280601654936718.jpg,900 ML,HK$109.00
897,九左衛門純米吟釀,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0029644501654939857.jpg,720ML,HK$199.00
898,人頭馬XO干邑,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020275061654711950.jpg,1pc,"HK$2,109.00"
899,伊藤園 15種蔬菜汁,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020489401654712120.jpg,900G,HK$25.90
900,伊藤園 熟成蕃茄汁,https://www.aeoncity.com.hk/media/catalog/product/cache/848ca2b59dfe6b9eb8cdf106fcdb05ca/0/0/0020489571654712122.jpg,900G,HK$27.90
